,year,branch_name,hour,amount_in_gbp
530,2016.0,Falkirk branch,1.0,133421807.8824
531,2015.0,Edinburgh City branch,0.0,133378756.002
532,2011.0,Greater London branch,1.0,133284439.37680002
533,2017.0,West Somerset branch,15.0,133275057.8348
534,2016.0,Kent branch,6.0,133230117.4184
535,2015.0,Greater London branch,4.0,133164886.446
536,2016.0,Edinburgh City branch,19.0,133095759.86400001
537,2018.0,East Lindsey branch,22.0,133087593.7152
538,2015.0,Neath Port Talbot outlet,3.0,133035470.172
539,2013.0,Wrexham store,12.0,133026023.62520002
540,2015.0,Warwickshire branch,8.0,132987044.538
541,2016.0,Kent branch,17.0,132917850.6136
542,2017.0,Greater London branch,21.0,132908686.5556
543,2018.0,West Somerset branch,5.0,132892914.27840002
544,2011.0,Warwickshire branch,3.0,132886439.634
545,2014.0,Falkirk branch,21.0,132860261.7144
546,2019.0,Kent branch,20.0,132774618.7432
547,2019.0,Wrexham store,12.0,132731971.9852
548,2012.0,Edinburgh City branch,16.0,132694914.08880001
549,2013.0,Falkirk branch,12.0,132685633.89660002
550,2015.0,Greater London branch,16.0,132649928.622
551,2020.0,Islington branch,2.0,132623688.34
552,2015.0,Islington branch,3.0,132580939.68
553,2013.0,East Lindsey branch,11.0,132403559.37480003
554,2012.0,Falkirk branch,16.0,132397856.41320002
555,2020.0,Edinburgh City branch,1.0,132366660.18
556,2020.0,Warwickshire branch,15.0,132206579.9
557,2016.0,East Lindsey branch,13.0,132115742.3208
558,2018.0,East Lindsey branch,14.0,132112786.80960001
559,2012.0,East Lindsey branch,9.0,132087232.34280002
560,2012.0,Warwickshire branch,19.0,132082084.00800002
561,2017.0,Greater London branch,2.0,132037614.9884
562,2018.0,Edinburgh City branch,14.0,132005271.39840001
563,2015.0,Falkirk branch,23.0,132004160.703
564,2011.0,Warwickshire branch,6.0,131896636.46120001
565,2014.0,West Somerset branch,22.0,131830525.904
566,2019.0,West Somerset branch,7.0,131790335.222
567,2018.0,Neath Port Talbot outlet,16.0,131766096.03840001
568,2019.0,Greater London branch,21.0,131741807.3272
569,2019.0,Wrexham store,21.0,131692143.1812
570,2018.0,Wrexham store,2.0,131655273.96480002
571,2019.0,Edinburgh City branch,4.0,131565668.9284
572,2017.0,Greater London branch,13.0,131495166.36840001
573,2012.0,Greater London branch,13.0,131490972.39600001
574,2016.0,East Lindsey branch,16.0,131391992.2404
575,2018.0,Greater London branch,23.0,131379084.3648
576,2020.0,Islington branch,19.0,131188918.66
577,2019.0,Kent branch,11.0,131047545.5352
578,2017.0,Warwickshire branch,0.0,130989583.68360001
579,2016.0,East Lindsey branch,8.0,130958267.5968
580,2015.0,East Lindsey branch,16.0,130950990.954
581,2014.0,Falkirk branch,20.0,130908407.8896
582,2016.0,Warwickshire branch,23.0,130895290.432
583,2017.0,Warwickshire branch,10.0,130864813.1032
584,2012.0,Falkirk branch,11.0,130857153.31080002
585,2014.0,Falkirk branch,15.0,130806195.9864
586,2012.0,East Lindsey branch,13.0,130796104.21920002
587,2020.0,Greater London branch,10.0,130690398.48
588,2019.0,Islington branch,14.0,130653958.68
589,2016.0,Warwickshire branch,3.0,130585137.3088
590,2020.0,Wrexham store,9.0,130553438.36
591,2014.0,Warwickshire branch,2.0,130533691.8336
592,2019.0,Neath Port Talbot outlet,9.0,130517678.5864
593,2012.0,Neath Port Talbot outlet,13.0,130421709.34800002
594,2013.0,Kent branch,2.0,130412646.66400002
595,2018.0,Greater London branch,19.0,130407119.90400001
596,2019.0,Edinburgh City branch,10.0,130396493.3936
597,2015.0,Greater London branch,10.0,130391020.026
598,2018.0,Falkirk branch,2.0,130389033.83040002
599,2014.0,West Somerset branch,14.0,130378351.2592
600,2016.0,Islington branch,16.0,130349206.7128
601,2018.0,Greater London branch,15.0,130347488.25600001
602,2015.0,Warwickshire branch,18.0,130229731.008
603,2020.0,Neath Port Talbot outlet,18.0,130178942.94
604,2019.0,Neath Port Talbot outlet,3.0,129995830.6052
605,2011.0,Greater London branch,16.0,129988417.34760001
606,2014.0,East Lindsey branch,11.0,129972756.7248
607,2019.0,Neath Port Talbot outlet,12.0,129924317.7904
608,2018.0,Edinburgh City branch,21.0,129878835.6288
609,2015.0,Neath Port Talbot outlet,9.0,129863749.392
610,2013.0,Neath Port Talbot outlet,6.0,129822040.25360002
611,2020.0,Edinburgh City branch,20.0,129815037.56
612,2020.0,Greater London branch,8.0,129786145.7
613,2011.0,East Lindsey branch,5.0,129671220.4212
614,2013.0,Falkirk branch,5.0,129665246.70480002
615,2019.0,Islington branch,16.0,129640346.8164
616,2015.0,Kent branch,14.0,129624994.35
617,2013.0,East Lindsey branch,19.0,129582809.17740002
618,2015.0,Warwickshire branch,15.0,129554453.772
619,2012.0,Falkirk branch,10.0,129543783.18840002
620,2016.0,Warwickshire branch,7.0,129512385.9184
621,2020.0,Warwickshire branch,14.0,129457549.32
622,2015.0,Warwickshire branch,13.0,129421238.904
623,2019.0,Kent branch,3.0,129403684.5192
624,2011.0,Falkirk branch,14.0,129363626.892
625,2018.0,Neath Port Talbot outlet,2.0,129253396.18560001
626,2019.0,Kent branch,19.0,129218178.7708
627,2013.0,Wrexham store,5.0,129181015.46600002
628,2019.0,Kent branch,1.0,129141568.9368
629,2016.0,Kent branch,16.0,129118928.4328
630,2018.0,Wrexham store,3.0,129094394.43840002
631,2014.0,Kent branch,19.0,129055912.744
632,2011.0,Falkirk branch,12.0,129030971.86680001
633,2015.0,Kent branch,23.0,128989827.126
634,2018.0,Wrexham store,16.0,128989675.52640001
635,2018.0,Islington branch,19.0,128762919.12960002
636,2018.0,Islington branch,1.0,128759148.90240002
637,2018.0,East Lindsey branch,0.0,128749036.52160001
638,2017.0,Kent branch,21.0,128691240.3496
639,2012.0,West Somerset branch,18.0,128676988.03680001
640,2015.0,East Lindsey branch,2.0,128673205.965
641,2017.0,Falkirk branch,18.0,128631503.0394
642,2014.0,Kent branch,15.0,128618884.2224
643,2016.0,West Somerset branch,4.0,128603148.7408
644,2012.0,Islington branch,6.0,128569498.12560001
645,2020.0,Greater London branch,19.0,128558103.64
646,2020.0,West Somerset branch,4.0,128471017.4
647,2012.0,Warwickshire branch,21.0,128419784.35440001
648,2012.0,Kent branch,15.0,128215721.79360001
649,2020.0,Neath Port Talbot outlet,21.0,128183076.84
650,2020.0,Wrexham store,6.0,128110423.94
651,2017.0,Kent branch,0.0,128062675.7728
652,2018.0,Kent branch,19.0,128029499.53920001
653,2020.0,Greater London branch,17.0,128012660.94
654,2020.0,Warwickshire branch,23.0,128012434.92
655,2020.0,West Somerset branch,22.0,127918664.26
656,2020.0,Neath Port Talbot outlet,0.0,127897691.2
657,2018.0,Wrexham store,4.0,127845339.76320001
658,2014.0,Edinburgh City branch,6.0,127834547.5264
659,2018.0,Islington branch,16.0,127695101.12640001
660,2014.0,Greater London branch,10.0,127600034.936
661,2012.0,Greater London branch,14.0,127337038.13040002
662,2018.0,Edinburgh City branch,17.0,127176610.79040001
663,2017.0,Neath Port Talbot outlet,14.0,127173370.7812
664,2013.0,Kent branch,0.0,127117085.71080002
665,2020.0,Kent branch,17.0,127070112.4
666,2016.0,Neath Port Talbot outlet,1.0,127017847.852
667,2014.0,Islington branch,8.0,126999713.0512
668,2015.0,Warwickshire branch,19.0,126979755.84
669,2017.0,Wrexham store,9.0,126976295.4948
670,2018.0,East Lindsey branch,20.0,126957932.12160002
671,2016.0,West Somerset branch,23.0,126949071.6144
672,2013.0,Edinburgh City branch,0.0,126904179.63880002
673,2011.0,Islington branch,7.0,126875142.8144
674,2012.0,East Lindsey branch,17.0,126824275.44360001
675,2020.0,Neath Port Talbot outlet,15.0,126806186.04
676,2014.0,Greater London branch,12.0,126662449.32
677,2020.0,West Somerset branch,17.0,126629697.2
678,2019.0,Kent branch,22.0,126594403.0932
679,2015.0,Greater London branch,15.0,126582735.78
680,2012.0,Edinburgh City branch,4.0,126528773.11200002
681,2012.0,East Lindsey branch,3.0,126500748.09120001
682,2018.0,West Somerset branch,7.0,126446840.54400001
683,2018.0,West Somerset branch,15.0,126354352.9344
684,2020.0,Kent branch,8.0,126321790.32
685,2019.0,Wrexham store,18.0,126105286.328
686,2019.0,Greater London branch,17.0,126078613.374
687,2019.0,Warwickshire branch,0.0,126071297.9484
688,2019.0,Greater London branch,2.0,126064223.9948
689,2014.0,Edinburgh City branch,17.0,126053917.8096
690,2018.0,Greater London branch,8.0,126026746.27200001
691,2016.0,Edinburgh City branch,5.0,126019295.952
692,2010.0,Warwickshire branch,11.0,125944523.968
693,2020.0,West Somerset branch,23.0,125701904.68
694,2016.0,Wrexham store,10.0,125662303.292
695,2017.0,Kent branch,9.0,125531791.366
696,2020.0,Edinburgh City branch,9.0,125511064.72
697,2017.0,Kent branch,22.0,125443567.9856
698,2020.0,Greater London branch,2.0,125353243.1
699,2017.0,Edinburgh City branch,12.0,125333568.11400001
700,2018.0,Edinburgh City branch,2.0,125331248.52480002
701,2016.0,Edinburgh City branch,2.0,125206990.416
702,2013.0,West Somerset branch,9.0,125145733.49360003
703,2018.0,Wrexham store,23.0,125143182.41280001
704,2018.0,Wrexham store,13.0,125140745.6448
705,2017.0,Warwickshire branch,15.0,125089532.5708
706,2019.0,Islington branch,3.0,124949103.1236
707,2012.0,Falkirk branch,2.0,124912203.6456
708,2015.0,Falkirk branch,8.0,124889060.439
709,2019.0,Wrexham store,10.0,124883689.8876
710,2020.0,Islington branch,3.0,124862741.82
711,2018.0,Neath Port Talbot outlet,12.0,124846483.68
712,2015.0,East Lindsey branch,11.0,124828554.465
713,2016.0,Greater London branch,0.0,124822667.5368
714,2017.0,Islington branch,2.0,124806534.4224
715,2020.0,Wrexham store,22.0,124770685.4
716,2015.0,West Somerset branch,19.0,124754853.96
717,2012.0,Falkirk branch,0.0,124740143.38800001
718,2016.0,Islington branch,10.0,124736359.52160001
719,2012.0,East Lindsey branch,7.0,124665651.50760001
720,2020.0,Edinburgh City branch,2.0,124661838.54
721,2011.0,East Lindsey branch,23.0,124555328.235
722,2016.0,Kent branch,0.0,124552763.8616
723,2014.0,Wrexham store,19.0,124545466.35520001
724,2011.0,Falkirk branch,19.0,124512105.02640001
725,2017.0,Greater London branch,16.0,124511960.6816
726,2017.0,Wrexham store,5.0,124511004.83320001
727,2014.0,Greater London branch,23.0,124501999.8112
728,2013.0,Kent branch,21.0,124501761.12480003
729,2015.0,Falkirk branch,7.0,124493711.94
730,2013.0,Warwickshire branch,7.0,124488279.18000002
731,2018.0,Neath Port Talbot outlet,23.0,124455363.36000001
732,2017.0,Greater London branch,19.0,124409062.604
733,2018.0,Greater London branch,9.0,124372325.68320002
734,2019.0,West Somerset branch,20.0,124278564.0544
735,2014.0,Islington branch,3.0,124277398.432
736,2020.0,Wrexham store,10.0,124236288.62
737,2018.0,West Somerset branch,10.0,124207385.81760001
738,2016.0,Neath Port Talbot outlet,6.0,124187972.78480001
739,2016.0,Neath Port Talbot outlet,0.0,124154841.3216
740,2018.0,Wrexham store,8.0,124131356.48640001
741,2019.0,Greater London branch,23.0,124105895.8552
742,2015.0,Neath Port Talbot outlet,18.0,124105454.028
743,2013.0,Falkirk branch,3.0,124075166.79360002
744,2014.0,East Lindsey branch,14.0,123987500.3136
745,2013.0,East Lindsey branch,4.0,123965970.09960002
746,2016.0,Kent branch,14.0,123911075.3064
747,2012.0,Islington branch,14.0,123904809.60480002
748,2015.0,Greater London branch,8.0,123879297.816
749,2018.0,Falkirk branch,21.0,123877345.62240002
750,2020.0,Wrexham store,15.0,123853481.94
751,2015.0,Greater London branch,17.0,123830034.048
752,2017.0,Edinburgh City branch,8.0,123812096.5972
753,2010.0,Greater London branch,1.0,123812023.024
754,2018.0,Islington branch,11.0,123776969.70240001
755,2011.0,Falkirk branch,17.0,123753876.3726
756,2019.0,Neath Port Talbot outlet,6.0,123726198.1872
757,2013.0,Warwickshire branch,20.0,123704703.33800001
758,2018.0,Edinburgh City branch,6.0,123700235.73120001
759,2019.0,Islington branch,11.0,123689079.3544
760,2018.0,Kent branch,9.0,123667059.84000002
761,2015.0,Islington branch,21.0,123644736.486
762,2017.0,Islington branch,12.0,123644361.1736
763,2014.0,Falkirk branch,14.0,123630069.4992
764,2018.0,Edinburgh City branch,12.0,123624695.07840002
765,2011.0,Falkirk branch,11.0,123581685.8682
766,2014.0,Warwickshire branch,11.0,123304771.4448
767,2019.0,West Somerset branch,4.0,123267098.4104
768,2015.0,Neath Port Talbot outlet,14.0,123165209.268
769,2019.0,Wrexham store,6.0,123127141.2784
770,2011.0,Warwickshire branch,21.0,123117054.8196
771,2019.0,Islington branch,7.0,123097300.984
772,2013.0,Neath Port Talbot outlet,13.0,123084420.66680002
773,2016.0,Greater London branch,23.0,122988659.8096
774,2017.0,Neath Port Talbot outlet,12.0,122988417.7244
775,2011.0,Falkirk branch,13.0,122933091.19800001
776,2016.0,Wrexham store,3.0,122928988.5544
777,2018.0,Edinburgh City branch,3.0,122904674.24640001
778,2016.0,Warwickshire branch,0.0,122864336.4928
779,2016.0,Edinburgh City branch,13.0,122839681.8544
780,2018.0,Islington branch,22.0,122833428.768
781,2011.0,Kent branch,7.0,122825693.502
782,2014.0,East Lindsey branch,8.0,122803474.1208
783,2017.0,Wrexham store,13.0,122750431.3256
784,2016.0,Wrexham store,6.0,122741624.3352
785,2015.0,West Somerset branch,6.0,122709098.34
786,2017.0,Neath Port Talbot outlet,2.0,122692926.6188
787,2020.0,Wrexham store,2.0,122659900.7
788,2015.0,Kent branch,6.0,122567112.036
789,2017.0,East Lindsey branch,6.0,122559124.4808
790,2020.0,Neath Port Talbot outlet,12.0,122553126.92
791,2020.0,Kent branch,20.0,122538493.5
792,2014.0,East Lindsey branch,23.0,122521897.0536
793,2014.0,Warwickshire branch,0.0,122365304.3888
794,2019.0,Warwickshire branch,20.0,122356460.3212
795,2019.0,Islington branch,5.0,122343250.372
796,2017.0,Greater London branch,14.0,122286427.454
797,2013.0,Kent branch,17.0,122280751.35480002
798,2014.0,Falkirk branch,19.0,122251252.9656
799,2012.0,Falkirk branch,13.0,122179355.3736
800,2011.0,Greater London branch,20.0,122170253.1684
801,2017.0,Neath Port Talbot outlet,9.0,122089939.0848
802,2018.0,Islington branch,9.0,122075186.72640002
803,2015.0,Islington branch,22.0,122032367.334
804,2012.0,Neath Port Talbot outlet,5.0,122018139.29760002
805,2014.0,Kent branch,0.0,122004157.528
806,2017.0,Kent branch,19.0,121974561.68
807,2016.0,Neath Port Talbot outlet,19.0,121831852.9504
808,2014.0,Greater London branch,7.0,121821660.752
809,2020.0,Neath Port Talbot outlet,2.0,121769877.06
810,2016.0,Greater London branch,18.0,121730725.0968
811,2018.0,Falkirk branch,22.0,121719475.75680001
812,2010.0,Kent branch,2.0,121533496.544
813,2016.0,Falkirk branch,16.0,121522609.284
814,2020.0,Greater London branch,0.0,121506076.72
815,2020.0,West Somerset branch,7.0,121492342.42
816,2014.0,Wrexham store,4.0,121487679.5264
817,2014.0,Islington branch,17.0,121414100.5088
818,2016.0,Greater London branch,9.0,121397978.4848
819,2020.0,Kent branch,7.0,121395454.2
820,2020.0,Islington branch,14.0,121335096.34
821,2019.0,Edinburgh City branch,11.0,121309672.498
822,2018.0,Islington branch,3.0,121272156.01920001
823,2013.0,Warwickshire branch,10.0,121207042.50720002
824,2020.0,Kent branch,3.0,121204492.48
825,2019.0,West Somerset branch,16.0,121183163.7296
826,2019.0,Greater London branch,22.0,121172062.3288
827,2020.0,Islington branch,18.0,121139141.64
828,2019.0,Kent branch,21.0,121134042.7192
829,2019.0,Neath Port Talbot outlet,14.0,121019952.0012
830,2020.0,Edinburgh City branch,17.0,120996106.2
831,2011.0,Greater London branch,7.0,120942929.4844
832,2012.0,East Lindsey branch,23.0,120939333.606
833,2015.0,Islington branch,0.0,120929358.924
834,2014.0,Warwickshire branch,12.0,120900557.36
835,2016.0,Greater London branch,8.0,120886583.752
836,2018.0,Warwickshire branch,17.0,120738204.1728
837,2018.0,Kent branch,10.0,120705342.54720001
838,2011.0,Greater London branch,9.0,120688821.89840001
839,2019.0,Edinburgh City branch,2.0,120657240.9868
840,2014.0,Wrexham store,14.0,120620138.2496
841,2012.0,Islington branch,13.0,120619739.88960001
842,2020.0,Wrexham store,14.0,120560138.38
843,2018.0,Wrexham store,20.0,120558330.22080001
844,2011.0,Falkirk branch,22.0,120535502.06220001
845,2015.0,Wrexham store,13.0,120524042.844
846,2015.0,Falkirk branch,12.0,120515074.371
847,2011.0,Islington branch,2.0,120507800.568
848,2012.0,Islington branch,17.0,120429429.90960002
849,2011.0,Greater London branch,22.0,120343811.86760001
850,2019.0,Islington branch,22.0,120321221.7424
851,2020.0,Warwickshire branch,22.0,120319375.18
852,2017.0,Wrexham store,11.0,120314995.6092
853,2020.0,Kent branch,22.0,120303403.26
854,2019.0,Wrexham store,4.0,120267190.5204
855,2015.0,Edinburgh City branch,15.0,120266272.818
856,2016.0,Warwickshire branch,9.0,120187390.30240001
857,2018.0,Warwickshire branch,18.0,120161153.60640001
858,2019.0,East Lindsey branch,2.0,120152700.0996
859,2014.0,Greater London branch,15.0,120109505.296
860,2014.0,Islington branch,6.0,120017507.984
861,2011.0,Warwickshire branch,1.0,119907059.466
862,2013.0,East Lindsey branch,10.0,119743791.66300002
863,2016.0,West Somerset branch,14.0,119722041.4224
864,2014.0,Kent branch,22.0,119691923.7008
865,2015.0,Kent branch,10.0,119673479.34
866,2011.0,East Lindsey branch,18.0,119632785.9234
867,2019.0,Islington branch,9.0,119624586.6648
868,2018.0,West Somerset branch,14.0,119593089.38880001
869,2019.0,Greater London branch,10.0,119592956.2044
870,2014.0,Islington branch,0.0,119583014.3904
871,2020.0,West Somerset branch,1.0,119495518.38
872,2016.0,Neath Port Talbot outlet,15.0,119486630.4608
873,2011.0,Warwickshire branch,23.0,119485641.75320001
874,2015.0,Neath Port Talbot outlet,21.0,119405168.01
875,2017.0,Greater London branch,11.0,119346173.4044
876,2015.0,Greater London branch,3.0,119345051.43
877,2019.0,Greater London branch,0.0,119313884.2112
878,2012.0,Kent branch,1.0,119273238.30240001
879,2013.0,Islington branch,11.0,119240079.40320002
880,2013.0,East Lindsey branch,2.0,119192830.39260001
881,2013.0,Wrexham store,15.0,119190338.34480003
882,2016.0,Edinburgh City branch,4.0,119176675.10080001
883,2016.0,Neath Port Talbot outlet,22.0,119166378.7552
884,2019.0,West Somerset branch,13.0,119147894.222
885,2016.0,Falkirk branch,18.0,119146756.0752
886,2013.0,Warwickshire branch,16.0,119116054.60640001
887,2018.0,Kent branch,7.0,119108187.8208
888,2015.0,Neath Port Talbot outlet,22.0,119020930.74
889,2017.0,Edinburgh City branch,15.0,119013277.2736
890,2018.0,Edinburgh City branch,4.0,118991103.59040001
891,2020.0,Edinburgh City branch,22.0,118977909.7
892,2016.0,Islington branch,20.0,118951753.2432
893,2019.0,West Somerset branch,1.0,118950064.6992
894,2015.0,Neath Port Talbot outlet,23.0,118932602.67
895,2019.0,Islington branch,1.0,118908984.8436
896,2015.0,Greater London branch,19.0,118839011.238
897,2018.0,Greater London branch,11.0,118825445.0496
898,2011.0,Kent branch,16.0,118811847.868
899,2015.0,Greater London branch,23.0,118766175.336
900,2013.0,West Somerset branch,2.0,118693524.05040002
901,2017.0,Edinburgh City branch,14.0,118690090.5156
902,2017.0,Islington branch,19.0,118628258.0864
903,2012.0,Edinburgh City branch,0.0,118560087.10560001
904,2014.0,Neath Port Talbot outlet,2.0,118553845.9248
905,2013.0,Warwickshire branch,21.0,118519201.20760001
906,2019.0,West Somerset branch,8.0,118413236.9476
907,2014.0,Edinburgh City branch,20.0,118358170.744
908,2020.0,Islington branch,23.0,118276161.96
909,2017.0,Kent branch,4.0,118255974.2448
910,2016.0,Edinburgh City branch,22.0,118223430.1832
911,2019.0,Islington branch,17.0,118211989.6748
912,2020.0,West Somerset branch,12.0,118210611.08
913,2016.0,West Somerset branch,7.0,118190635.2376
